30000001	20000001	10000001	Tanoo
30000002	20000001	10000001	Lashesih
30000003	20000001	10000001	Akpivem
30000004	20000001	10000001	Jark
30000005	20000001	10000001	Sasta
30000006	20000001	10000001	Zaid
30000007	20000001	10000001	Yuzier
30000008	20000001	10000001	Nirbhi
30000009	20000002	10000001	Sooma
30000010	20000002	10000001	Chidah
30000011	20000002	10000001	Shenela
30000012	20000002	10000001	Asabona
30000013	20000002	10000001	Onsooh
30000014	20000002	10000001	Shamahi
30000015	20000002	10000001	Sendaya
30000016	20000002	10000001	Nazhgete
30000017	20000003	10000001	Futzchag
30000018	20000003	10000001	Kazna
30000019	20000003	10000001	Podion
30000020	20000003	10000001	Lilmad
30000021	20000003	10000001	Kuharah
30000022	20000003	10000001	Jayneleb
30000023	20000004	10000001	Fovihi
30000024	20000004	10000001	Kiereend
30000025	20000004	10000001	Rashy
30000026	20000004	10000001	Ordize
30000027	20000004	10000001	Psasa
30000028	20000004	10000001	Eshtah
30000029	20000004	10000001	Lachailes
30000030	20000004	10000001	Kasrasi
30000031	20000005	10000001	Mohas
30000032	20000005	10000001	Hasiari
30000033	20000005	10000001	Radima
30000034	20000005	10000001	Alkez
30000035	20000005	10000001	Nimambal
30000036	20000005	10000001	Yishinoon
30000037	20000005	10000001	Uplingur
30000038	20000006	10000001	Dooz
30000039	20000006	10000001	Bayuka
30000040	20000006	10000001	Uzistoon
30000041	20000006	10000001	Bairshir
30000042	20000006	10000001	Moh
30000043	20000006	10000001	Sari
30000044	20000007	10000001	Faspera
30000045	20000007	10000001	Jaymass
30000046	20000007	10000001	Mifrata
30000047	20000007	10000001	Majamar
30000048	20000007	10000001	Ihal
30000049	20000007	10000001	Camal
30000050	20000007	10000001	Fera
30000051	20000008	10000001	Juddi
30000052	20000008	10000001	Maspah
30000053	20000008	10000001	Ibaria
30000054	20000008	10000001	Shala
30000055	20000008	10000001	Zemalu
30000056	20000008	10000001	Khankenirdia
30000057	20000009	10000001	Nikh
30000058	20000009	10000001	Amphar
30000059	20000009	10000001	Salashayama
30000060	20000009	10000001	Janus
30000061	20000009	10000001	Agha
30000062	20000009	10000001	Iosantin
30000063	20000009	10000001	Orva
30000064	20000009	10000001	Zet
30000065	20000009	10000001	Akhrad
30000066	20000009	10000001	Pirohdim
30000067	20000009	10000001	Sharir
30000068	20000009	10000001	Usroh
30000069	20000009	10000001	Thiarer
30000070	20000010	10000001	Gomati
30000071	20000010	10000001	Jangar
30000072	20000010	10000001	Nakah
30000073	20000010	10000001	Irshah
30000074	20000010	10000001	Hasateem
30000075	20000010	10000001	Assah
30000076	20000011	10000001	Tidacha
30000077	20000011	10000001	Odlib
30000078	20000011	10000001	Jofan
30000079	20000011	10000001	Milu
30000080	20000011	10000001	Yadi
30000081	20000011	10000001	Buftiar
30000082	20000012	10000001	Jarizza
30000083	20000012	10000001	Ejahi
30000084	20000012	10000001	Asghatil
30000085	20000012	10000001	Bar
30000086	20000012	10000001	Sucha
30000087	20000012	10000001	Gelhan
30000088	20000012	10000001	Akeva
30000089	20000013	10000001	Sosa
30000090	20000013	10000001	Ilahed
30000091	20000013	10000001	Eshwil
30000092	20000013	10000001	Aranir
30000093	20000013	10000001	Ishkad
30000094	20000013	10000001	Hahyil
30000095	20000014	10000001	Asilem
30000096	20000014	10000001	Mahnagh
30000097	20000014	10000001	Shach
30000098	20000014	10000001	Kehrara
30000099	20000014	10000001	Arena
30000100	20000014	10000001	Timeor
30000101	20000014	10000001	Uhtafal
30000102	20000014	10000001	Dysa
30000103	20000014	10000001	Serad
30000104	20000014	10000001	Mahti
30000105	20000014	10000001	Abha
30000106	20000015	10000001	Shedoo
30000107	20000015	10000001	Gamis
30000108	20000015	10000001	Nieril
30000109	20000015	10000001	Berta
30000110	20000015	10000001	Bekirdod
30000111	20000015	10000001	Hothomouh
30000112	20000016	10000001	Arnola
30000113	20000016	10000001	Astabih
30000114	20000016	10000001	Ubtes
30000115	20000016	10000001	Bimener
30000116	20000016	10000001	Kenobanala
30000117	20000016	10000001	Khabi
30000118	20000016	10000001	Uanzin
30000119	20000017	10000002	Itamo
30000120	20000017	10000002	Mitsolen
30000121	20000017	10000002	Jatate
30000122	20000017	10000002	Mahtista
30000123	20000017	10000002	Vaankalen
30000124	20000017	10000002	Kylmabe
30000125	20000017	10000002	Ahtulaima
30000126	20000018	10000002	Geras
30000127	20000018	10000002	Sirseshin
30000128	20000018	10000002	Tuuriainas
30000129	20000018	10000002	Unpas
30000130	20000018	10000002	Shihuken
30000131	20000018	10000002	Nomaa
30000132	20000019	10000002	Ansila
30000133	20000019	10000002	Hirtamon
30000134	20000019	10000002	Hykkota
30000135	20000019	10000002	Outuni
30000136	20000019	10000002	Ohmahailen
30000137	20000019	10000002	Eskunen
30000138	20000019	10000002	Ikuchi
30000139	20000020	10000002	Urlen
30000140	20000020	10000002	Maurasi
30000141	20000020	10000002	Kisogo
30000142	20000020	10000002	Jita
30000143	20000020	10000002	Niyabainen
30000144	20000020	10000002	Perimeter
30000145	20000020	10000002	New Caldari
30000146	20000021	10000002	Saisio
30000147	20000021	10000002	Abagawa
30000148	20000021	10000002	Jakanerva
30000149	20000021	10000002	Gekutami
30000150	20000021	10000002	Hurtoken
30000151	20000021	10000002	Uoyonen
30000152	20000021	10000002	Hampinen
30000153	20000022	10000002	Poinen
30000154	20000022	10000002	Liekuri
30000155	20000022	10000002	Obanen
30000156	20000022	10000002	Josameto
30000157	20000022	10000002	Otela
30000158	20000022	10000002	Olo
30000159	20000023	10000002	Ikami
30000160	20000023	10000002	Reisen
30000161	20000023	10000002	Purjola
30000162	20000023	10000002	Maila
30000163	20000023	10000002	Akora
30000164	20000023	10000002	Messoya
30000165	20000024	10000002	Ishisomo
30000166	20000024	10000002	Airmia
30000167	20000024	10000002	Sakkikainen
30000168	20000024	10000002	Friggi
30000169	20000024	10000002	Ihakana
30000170	20000024	10000002	Vahunomi
30000171	20000024	10000002	Otitoh
30000172	20000024	10000002	Otomainen
30000173	20000025	10000002	Vattuolen
30000174	20000025	10000002	Onuse
30000175	20000025	10000002	Soshin
30000176	20000025	10000002	Keikaken
30000177	20000025	10000002	Ukkalen
30000178	20000025	10000002	Akkilen
30000179	20000025	10000002	Silen
30000180	20000026	10000002	Osmon
30000181	20000026	10000002	Korsiki
30000182	20000026	10000002	Inaya
30000183	20000026	10000002	Nuken
30000184	20000026	10000002	Uminas
30000185	20000026	10000002	Airaken
30000186	20000026	10000002	Oijanen
30000187	20000026	10000002	Wuos
30000188	20000027	10000002	Hentogaira
30000189	20000027	10000002	Kiainti
30000190	20000027	10000002	Vasala
30000191	20000027	10000002	Walvalin
30000192	20000027	10000002	Otanuomi
30000193	20000027	10000002	Vouskiaho
30000194	20000027	10000002	Otsela
30000195	20000028	10000002	Tasti
30000196	20000028	10000002	Otosela
30000197	20000028	10000002	Uemon
30000198	20000028	10000002	Paala
30000199	20000028	10000002	Fuskunen
30000200	20000028	10000002	Akkio
30000201	20000029	10000002	Uchoshi
30000202	20000029	10000002	Mastakomon
30000203	20000029	10000002	Eruka
30000204	20000029	10000002	Ohkunen
30000205	20000029	10000002	Obe
30000206	20000029	10000002	Wirashoda
30000207	20000029	10000002	Osaa
30000208	20000030	10000003	LZ-6SU
30000209	20000030	10000003	MC6O-F
30000210	20000030	10000003	U54-1L
30000211	20000030	10000003	B-588R
30000212	20000030	10000003	NCGR-Q
30000213	20000030	10000003	G-LOIT
30000214	20000030	10000003	HE-V4V
30000215	20000031	10000003	N-HSK0
30000216	20000031	10000003	05R-7A
30000217	20000031	10000003	7-UH4Z
30000218	20000031	10000003	5ZO-NZ
30000219	20000031	10000003	FS-RFL
30000220	20000031	10000003	Y0-BVN
30000221	20000031	10000003	X97D-W
30000222	20000032	10000003	0-R5TS
30000223	20000032	10000003	H-UCD1
30000224	20000032	10000003	7-K5EL
30000225	20000032	10000003	H-5GUI
30000226	20000032	10000003	FH-TTC
30000227	20000032	10000003	FMBR-8
30000228	20000033	10000003	3HX-DL
30000229	20000033	10000003	UH-9ZG
30000230	20000033	10000003	NFM-0V
30000231	20000033	10000003	YXIB-I
30000232	20000033	10000003	MY-T2P
30000233	20000033	10000003	FA-DMO
30000234	20000033	10000003	GEKJ-9
30000235	20000033	10000003	Q-R3GP
30000236	20000033	10000003	N-5QPW
30000237	20000033	10000003	XV-8JQ
30000238	20000034	10000003	WBR5-R
30000239	20000034	10000003	4GYV-Q
30000240	20000034	10000003	4-HWWF
